Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount
"50382935","14752347","3","","2013-07-13 00:00:00",""
"50648015","14116003","5","2078685","2013-07-18 00:00:00",""
"52088566","14115701","2","","2013-08-12 00:00:00",""
"52092754","14110532","2","","2013-08-13 00:00:00",""
"52359527","14109796","2","","2013-08-17 00:00:00",""
"52748713","15395445","2","","2013-08-24 00:00:00",""
"53004546","14115701","2","","2013-08-29 00:00:00",""
"53412730","14115701","2","","2013-09-05 00:00:00",""
"53536753","14974123","2","","2013-09-08 00:00:00",""
"53910068","14116003","5","1320195","2013-09-15 00:00:00",""
"53914431","14115701","2","","2013-09-15 00:00:00",""
"54545843","14115701","2","","2013-09-26 00:00:00",""
"55472840","14974123","2","","2013-10-13 00:00:00",""
"55605844","14110096","2","","2013-10-15 00:00:00",""
"56130989","14110096","2","","2013-10-24 00:00:00",""
"56510818","14112929","2","","2013-10-31 00:00:00",""
"57557459","14116003","2","","2013-11-19 00:00:00",""
"58610129","14115701","2","","2013-12-07 00:00:00",""
"59009846","14119277","2","","2013-12-13 00:00:00",""
"59143530","14109796","2","","2013-12-16 00:00:00",""
"59151369","15395445","2","","2013-12-16 00:00:00",""
"60484875","14115944","2","","2014-01-11 00:00:00",""
"60866561","14115980","5","2950946","2014-01-17 00:00:00",""
"60984670","14752347","2","","2014-01-20 00:00:00",""
"75608069","14111607","2","","2014-09-24 00:00:00",""
"75608072","14111607","5","1165643","2014-09-24 00:00:00",""
"76128197","14107804","2","","2014-10-04 00:00:00",""
"76264374","14107531","2","","2014-10-07 00:00:00",""
"76264376","14107531","5","664652","2014-10-07 00:00:00",""
"76666724","14108774","2","","2014-10-14 00:00:00",""
"77193370","14108774","2","","2014-10-23 00:00:00",""
"77824113","14116498","2","","2014-11-04 00:00:00",""
"79150982","14112752","2","","2014-11-27 00:00:00",""
"79543713","14121669","2","","2014-12-04 00:00:00",""
"80962839","14108774","2","","2014-12-31 00:00:00",""
"82507516","14116498","2","","2015-01-28 00:00:00",""
"82508499","14116498","2","","2015-01-28 00:00:00",""
"39035313","14116521","2","","2013-01-03 00:00:00",""
"40559794","14112752","2","","2013-01-30 00:00:00",""
"42890422","14108774","2","","2013-03-10 00:00:00",""
"44609288","14108774","2","","2013-04-06 00:00:00",""
"44739440","14108774","2","","2013-04-08 00:00:00",""
"46242366","16348071","2","","2013-05-02 00:00:00",""
"46515409","16348071","2","","2013-05-08 00:00:00",""
"47320891","14108774","2","","2013-05-21 00:00:00",""
"48251461","14108774","2","","2013-06-05 00:00:00",""
"50509240","16726918","2","","2013-07-16 00:00:00",""
"51535511","14116498","2","","2013-08-02 00:00:00",""
"52724774","14116498","2","","2013-08-23 00:00:00",""
"52862751","14116498","2","","2013-08-27 00:00:00",""
"57238397","14116498","2","","2013-11-13 00:00:00",""
"59318015","14108774","2","","2013-12-19 00:00:00",""
"59610304","14116498","2","","2013-12-25 00:00:00",""
"59875034","14116498","2","","2013-12-31 00:00:00",""
"62608705","14108774","2","","2014-02-14 00:00:00",""
"65755926","14108774","2","","2014-04-03 00:00:00",""
"66555937","14108774","2","","2014-04-16 00:00:00",""
"68765291","14108774","2","","2014-05-24 00:00:00",""
"69020309","14108774","2","","2014-05-29 00:00:00",""
"69814240","14108774","2","","2014-06-12 00:00:00",""
"70205717","14116498","2","","2014-06-19 00:00:00",""
"72008938","14107804","2","","2014-07-22 00:00:00",""
"72127174","14108774","2","","2014-07-23 00:00:00",""
"72128659","14112752","2","","2014-07-23 00:00:00",""
"72254840","14116498","2","","2014-07-25 00:00:00",""
"72923642","14107531","2","","2014-08-07 00:00:00",""
"73184382","14116498","3","","2014-08-12 00:00:00",""
"73696151","14108774","2","","2014-08-21 00:00:00",""
"76028922","14116498","2","","2014-10-02 00:00:00",""
"76288623","14116498","2","","2014-10-07 00:00:00",""
"76299583","14108774","2","","2014-10-07 00:00:00",""
"76555952","14108774","2","","2014-10-12 00:00:00",""
"82099660","14121669","2","","2015-01-21 00:00:00",""
"40176477","14108774","2","","2013-01-23 00:00:00",""
"46493523","16344827","2","","2013-05-07 00:00:00",""
"46493551","16348071","2","","2013-05-07 00:00:00",""
"47452375","14116498","2","","2013-05-23 00:00:00",""
"49416550","14130068","2","","2013-06-25 00:00:00",""
"49540084","14107531","5","671229","2013-06-27 00:00:00",""
"49802678","14108774","2","","2013-07-02 00:00:00",""
"50087953","14108774","2","","2013-07-08 00:00:00",""
"50093549","14116498","2","","2013-07-08 00:00:00",""
"50357689","14108774","2","","2013-07-12 00:00:00",""
"51591030","14121669","2","","2013-08-03 00:00:00",""
"51593675","16726918","2","","2013-08-03 00:00:00",""
"51865347","14116498","2","","2013-08-08 00:00:00",""
"53504685","14112752","2","","2013-09-07 00:00:00",""
"54045790","14108774","2","","2013-09-17 00:00:00",""
"55558342","14108774","2","","2013-10-15 00:00:00",""
"58309840","14116498","2","","2013-12-02 00:00:00",""
"58310194","14116498","2","","2013-12-02 00:00:00",""
"58719341","14116498","2","","2013-12-09 00:00:00",""
"58855161","14108774","2","","2013-12-11 00:00:00",""
"58987555","14108774","2","","2013-12-13 00:00:00",""
"59258519","14116498","2","","2013-12-18 00:00:00",""
"61489235","14108774","2","","2014-01-27 00:00:00",""
"62013403","14116194","2","","2014-02-05 00:00:00",""
"62678326","14111607","2","","2014-02-15 00:00:00",""
"62796358","14108774","2","","2014-02-17 00:00:00",""
"63607052","14108774","2","","2014-03-01 00:00:00",""
"64353848","16503127","2","","2014-03-12 00:00:00",""
"64353850","14107531","2","","2014-03-12 00:00:00",""
"66428326","14116498","2","","2014-04-15 00:00:00",""
"66833014","14121669","3","","2014-04-22 00:00:00",""
"66961524","14121669","2","","2014-04-24 00:00:00",""
"67490571","14107531","5","530967","2014-05-03 00:00:00",""
"67769790","14121669","2","","2014-05-07 00:00:00",""
"67895362","14107531","5","985949","2014-05-09 00:00:00",""
"68294806","14116498","2","","2014-05-16 00:00:00",""
"68549962","14116498","2","","2014-05-21 00:00:00",""
"70284874","14116498","2","","2014-06-20 00:00:00",""
"70807986","16726918","2","","2014-06-30 00:00:00",""
"72706622","14121669","2","","2014-08-03 00:00:00",""
"72986152","14108774","2","","2014-08-07 00:00:00",""
"74179982","14107804","2","","2014-08-29 00:00:00",""
"74321965","14116498","2","","2014-09-02 00:00:00",""
"76495448","14108774","2","","2014-10-10 00:00:00",""
"77018792","14112752","2","","2014-10-20 00:00:00",""
"78368202","14108774","2","","2014-11-13 00:00:00",""
"79176143","14116498","2","","2014-11-27 00:00:00",""
"79455305","14121669","2","","2014-12-03 00:00:00",""
"80805041","14108774","2","","2014-12-28 00:00:00",""
"80953063","14116498","2","","2014-12-31 00:00:00",""
"82663979","14116498","2","","2015-01-30 00:00:00",""
"38990558","14116462","2","","2013-01-02 00:00:00",""
"38997342","14130068","2","","2013-01-02 00:00:00",""
"38997380","14116462","1","","2013-01-02 00:00:00",""
"39134558","14130068","1","","2013-01-05 00:00:00",""
"41904247","14107531","5","271996","2013-02-22 00:00:00",""
"50004013","14116498","2","","2013-07-06 00:00:00",""
"52247757","14108774","2","","2013-08-15 00:00:00",""
"52665778","14108774","2","","2013-08-22 00:00:00",""
"52800169","14108774","2","","2013-08-26 00:00:00",""
"54256973","14108774","2","","2013-09-20 00:00:00",""
"54786153","14108774","2","","2013-10-01 00:00:00",""
"55311858","14108774","2","","2013-10-10 00:00:00",""
"55446408","14108774","2","","2013-10-12 00:00:00",""
"58064869","14108774","2","","2013-11-27 00:00:00",""
"58458382","14116498","2","","2013-12-04 00:00:00",""
"59127310","14108774","2","","2013-12-16 00:00:00",""
"60952085","14130068","2","","2014-01-19 00:00:00",""
"60956504","14108774","2","","2014-01-19 00:00:00",""
"61329747","14116498","2","","2014-01-24 00:00:00",""
"61338525","14107804","2","","2014-01-24 00:00:00",""
"61463032","14107804","5","2302003","2014-01-27 00:00:00",""
"61470534","14116498","2","","2014-01-27 00:00:00",""
"62755763","14111607","2","","2014-02-17 00:00:00",""
"63015523","14108774","2","","2014-02-20 00:00:00",""
"63274354","14116498","2","","2014-02-24 00:00:00",""
"64453906","14108774","2","","2014-03-14 00:00:00",""
"64846295","14121669","2","","2014-03-20 00:00:00",""
"65118476","14108774","2","","2014-03-25 00:00:00",""
"65900280","14108774","2","","2014-04-06 00:00:00",""
"66667002","14108774","2","","2014-04-18 00:00:00",""
"68901777","14116498","2","","2014-05-27 00:00:00",""
"69161057","14121669","2","","2014-06-01 00:00:00",""
"73587799","14116498","2","","2014-08-19 00:00:00",""
"76467966","14116498","2","","2014-10-10 00:00:00",""
"76726438","14121669","2","","2014-10-15 00:00:00",""
"78419392","14130068","2","","2014-11-14 00:00:00",""
"78689897","14108774","2","","2014-11-19 00:00:00",""
"78803841","14108774","2","","2014-11-21 00:00:00",""
"79069334","14107531","2","","2014-11-26 00:00:00",""
"80212132","14116498","2","","2014-12-16 00:00:00",""
"80351302","14116498","2","","2014-12-18 00:00:00",""
"38955057","14107804","2","","2013-01-02 00:00:00",""
"38955914","14119297","2","","2013-01-02 00:00:00",""
"38963420","14121669","2","","2013-01-02 00:00:00",""
"38965926","14116498","2","","2013-01-02 00:00:00",""
"38967773","14108774","2","","2013-01-02 00:00:00",""
"41945568","14116462","2","","2013-02-23 00:00:00",""
"42631173","14108774","2","","2013-03-06 00:00:00",""
"45336459","14116498","2","","2013-04-17 00:00:00",""
"46282609","14121669","2","","2013-05-03 00:00:00",""
"47089485","14108774","2","","2013-05-17 00:00:00",""
"47494127","14116498","2","","2013-05-24 00:00:00",""
"48288216","14108774","2","","2013-06-06 00:00:00",""
"50444952","14108774","2","","2013-07-15 00:00:00",""
"51374674","14108774","2","","2013-07-30 00:00:00",""
"52051371","14130068","2","","2013-08-12 00:00:00",""
"55134473","14110890","2","","2013-10-07 00:00:00",""
"55134667","17449231","2","","2013-10-07 00:00:00",""
"58009105","14110890","2","","2013-11-26 00:00:00",""
"58280020","14110890","2","","2013-12-02 00:00:00",""
"58930540","14116513","2","","2013-12-12 00:00:00",""
"62091879","14110890","2","","2014-02-06 00:00:00",""
"63129601","21105833","2","","2014-02-22 00:00:00",""
"64573362","19137473","2","","2014-03-16 00:00:00",""
"64841609","14116513","2","","2014-03-20 00:00:00",""
"66152562","14110890","2","","2014-04-10 00:00:00",""
"67340732","14115620","5","859154","2014-04-30 00:00:00",""
"67340734","14115620","2","","2014-04-30 00:00:00",""
"68241043","14111651","2","","2014-05-15 00:00:00",""
"69285605","14110890","2","","2014-06-03 00:00:00",""
"69547023","23713981","2","","2014-06-07 00:00:00",""
"70067615","14116420","2","","2014-06-17 00:00:00",""
"70067616","14116513","2","","2014-06-17 00:00:00",""
"70072490","21105833","2","","2014-06-17 00:00:00",""
"71359563","23713981","2","","2014-07-10 00:00:00",""
"73694369","17449231","2","","2014-08-21 00:00:00",""
"74728849","17449231","2","","2014-09-09 00:00:00",""
"76031466","14110890","2","","2014-10-02 00:00:00",""
"76031472","17449231","2","","2014-10-02 00:00:00",""
"76164119","14110890","5","386739","2014-10-05 00:00:00",""
"76819531","14111651","2","","2014-10-16 00:00:00",""
"82355733","14110890","5","876814","2015-01-26 00:00:00",""
"82599411","14485464","2","","2015-01-29 00:00:00",""
"39010344","14115913","2","","2013-01-03 00:00:00",""
"39010381","14115913","2","","2013-01-03 00:00:00",""
"39010482","14125030","2","","2013-01-03 00:00:00",""
"39011140","14115902","2","","2013-01-03 00:00:00",""
"39012841","14125030","2","","2013-01-03 00:00:00",""
"39012880","14125030","2","","2013-01-03 00:00:00",""
"39313533","14185426","2","","2013-01-08 00:00:00",""
"39313534","14185426","1","","2013-01-08 00:00:00",""
"39313583","14185426","9","","2013-01-08 00:00:00","50"
"40174084","14485464","1","","2013-01-23 00:00:00",""
"41421348","14115620","2","","2013-02-14 00:00:00",""
"42856405","14185426","2","","2013-03-09 00:00:00",""
"46343320","16377459","2","","2013-05-04 00:00:00",""
"46348418","16377459","2","","2013-05-05 00:00:00",""
"50219257","14110890","5","432259","2013-07-10 00:00:00",""
"51177704","14114741","2","","2013-07-27 00:00:00",""
"56418111","14185426","2","","2013-10-29 00:00:00",""
"57084355","14109036","2","","2013-11-11 00:00:00",""
"59515975","14118242","2","","2013-12-23 00:00:00",""
"59654970","14114741","2","","2013-12-26 00:00:00",""
"62678324","14111651","2","","2014-02-15 00:00:00",""
"66694908","14185426","2","","2014-04-19 00:00:00",""
"68807594","21105833","2","","2014-05-26 00:00:00",""
"69463826","17449231","3","","2014-06-05 00:00:00",""
"69467917","14110890","2","","2014-06-06 00:00:00",""
"69878113","18988240","2","","2014-06-13 00:00:00",""
"72854421","21105833","2","","2014-08-06 00:00:00",""
"73648864","17449231","3","","2014-08-20 00:00:00",""
"75128573","14114741","2","","2014-09-16 00:00:00",""
"76482992","14110890","2","","2014-10-10 00:00:00",""
"76482996","14110890","5","2607389","2014-10-10 00:00:00",""
"77985558","14110890","2","","2014-11-06 00:00:00",""
"81207353","14114741","2","","2015-01-06 00:00:00",""
"82285661","19137473","2","","2015-01-24 00:00:00",""
"38999141","14115913","2","","2013-01-03 00:00:00",""
"39127622","14116513","2","","2013-01-05 00:00:00",""
"39706881","14115620","2","","2013-01-15 00:00:00",""
"46665822","16377459","2","","2013-05-10 00:00:00",""
"49852604","14110890","8","1144090","2013-07-03 00:00:00","200"
"49862911","14110890","2","","2013-07-03 00:00:00",""
"53329169","17449231","2","","2013-09-04 00:00:00",""
"53330511","14110890","5","310342","2013-09-04 00:00:00",""
"53330512","14110890","2","","2013-09-04 00:00:00",""
"53330516","17449231","2","","2013-09-04 00:00:00",""
"53596939","14115620","5","41403","2013-09-09 00:00:00",""
"57936442","14110890","2","","2013-11-25 00:00:00",""
"60557946","14110890","5","791478","2014-01-13 00:00:00",""
"60958088","14116513","2","","2014-01-19 00:00:00",""
"61344217","17449231","2","","2014-01-24 00:00:00",""
"61465365","14115620","2","","2014-01-27 00:00:00",""
"61465366","14115620","5","818004","2014-01-27 00:00:00",""
"62248689","14238131","2","","2014-02-08 00:00:00",""
"62755764","14111651","2","","2014-02-17 00:00:00",""
"62758499","21105833","2","","2014-02-17 00:00:00",""
"62758811","14185426","2","","2014-02-17 00:00:00",""
"63796553","14110890","5","1465054","2014-03-04 00:00:00",""
"63928185","21105833","2","","2014-03-06 00:00:00",""
"64059698","14185426","2","","2014-03-07 00:00:00",""
"64062913","14114741","2","","2014-03-07 00:00:00",""
"64449161","14110890","2","","2014-03-13 00:00:00",""
"64458427","14185426","2","","2014-03-14 00:00:00",""
"65248608","21105833","2","","2014-03-26 00:00:00",""
"65636783","14110890","5","649497","2014-04-02 00:00:00",""
"65636786","14110890","2","","2014-04-02 00:00:00",""
"66295527","21105833","2","","2014-04-12 00:00:00",""
"67194641","14110890","2","","2014-04-28 00:00:00",""
"70479848","19832359","2","","2014-06-24 00:00:00",""
"71018569","14114741","2","","2014-07-03 00:00:00",""
"71784282","14111651","2","","2014-07-17 00:00:00",""
"72056832","14185426","2","","2014-07-22 00:00:00",""
"73850978","14116513","2","","2014-08-24 00:00:00",""
"75157134","14110890","5","1091947","2014-09-16 00:00:00",""
"75157135","17449231","2","","2014-09-16 00:00:00",""
"75157136","14110890","2","","2014-09-16 00:00:00",""
"77128536","14114741","2","","2014-10-22 00:00:00",""
"77244127","14115620","2","","2014-10-24 00:00:00",""
"77244135","14115620","5","351982","2014-10-24 00:00:00",""
"79445479","14115620","2","","2014-12-03 00:00:00",""
"81125970","14185426","2","","2015-01-05 00:00:00",""
"82044977","14185426","2","","2015-01-20 00:00:00",""
"38955026","14118242","2","","2013-01-02 00:00:00",""
"38957191","14116513","2","","2013-01-02 00:00:00",""
"38958490","14115913","2","","2013-01-02 00:00:00",""
"38958523","14115913","2","","2013-01-02 00:00:00",""
"38966285","14118242","2","","2013-01-02 00:00:00",""
"38966480","14118242","2","","2013-01-02 00:00:00",""
"38967141","14118242","2","","2013-01-02 00:00:00",""
"39215132","14125030","2","","2013-01-07 00:00:00",""
"39502527","14238131","2","","2013-01-11 00:00:00",""
"39634659","14110890","5","593612","2013-01-14 00:00:00",""
"44121078","14185426","2","","2013-03-29 00:00:00",""
"47890833","14115913","2","","2013-05-30 00:00:00",""
"49901648","14110890","2","","2013-07-04 00:00:00",""
"49908854","14116420","2","","2013-07-04 00:00:00",""
"49915169","14110890","5","66372","2013-07-04 00:00:00",""
"49915172","17449231","2","","2013-07-04 00:00:00",""
"50182197","14114741","2","","2013-07-09 00:00:00",""
"50188979","14110890","5","456814","2013-07-10 00:00:00",""
"55268440","14110890","2","","2013-10-09 00:00:00",""
"55275912","14110890","2","","2013-10-09 00:00:00",""
"55275913","14110890","5","300685","2013-10-09 00:00:00",""
"55935687","14114741","2","","2013-10-21 00:00:00",""
"57385022","14114741","2","","2013-11-15 00:00:00",""
"57390439","14114741","2","","2013-11-15 00:00:00",""
"58555518","14185426","2","","2013-12-06 00:00:00",""
"58563434","14125030","2","","2013-12-06 00:00:00",""
"60548423","14110890","5","1606952","2014-01-12 00:00:00",""
"60548424","14110890","2","","2014-01-12 00:00:00",""
"61980870","14114741","2","","2014-02-04 00:00:00",""
"63312145","14185426","2","","2014-02-25 00:00:00",""
"65651457","17449231","2","","2014-04-02 00:00:00",""
"66442226","14110890","2","","2014-04-15 00:00:00",""
"67242848","21105833","2","","2014-04-29 00:00:00",""
"67621774","21105833","2","","2014-05-05 00:00:00",""
"67740161","21105833","2","","2014-05-07 00:00:00",""
"68923187","14114741","2","","2014-05-27 00:00:00",""
"69835319","14114741","2","","2014-06-12 00:00:00",""
"70350719","21105833","2","","2014-06-22 00:00:00",""
"73195807","14110890","2","","2014-08-12 00:00:00",""
"76638863","14185426","2","","2014-10-14 00:00:00",""
"80748022","14185426","2","","2014-12-26 00:00:00",""
"82701842","23713981","2","","2015-01-31 00:00:00",""
"38938717","14114741","2","","2013-01-01 00:00:00",""
"38938727","14114741","2","","2013-01-01 00:00:00",""
"38938856","14114741","2","","2013-01-01 00:00:00",""
"38938954","14114741","2","","2013-01-01 00:00:00",""
"38939698","14114741","2","","2013-01-01 00:00:00",""
"38942101","14115620","2","","2013-01-02 00:00:00",""
"38934772","14113691","5","1502364","2013-01-01 00:00:00",""
"38934802","14113691","2","","2013-01-01 00:00:00",""
"38934803","14113691","5","927589","2013-01-01 00:00:00",""
"38934987","14113057","2","","2013-01-01 00:00:00",""
"38935052","14113691","2","","2013-01-01 00:00:00",""
"38935054","14113691","5","950349","2013-01-01 00:00:00",""
"38935449","14113691","2","","2013-01-01 00:00:00",""
"38935450","14113691","5","707145","2013-01-01 00:00:00",""
"38935490","14113691","2","","2013-01-01 00:00:00",""
"38935572","14113691","5","1414475","2013-01-01 00:00:00",""
"38935795","14113691","2","","2013-01-01 00:00:00",""
"38936026","14113691","2","","2013-01-01 00:00:00",""
"38936027","14113691","5","1368828","2013-01-01 00:00:00",""
"38936224","14113691","2","","2013-01-01 00:00:00",""
"38936388","14113691","2","","2013-01-01 00:00:00",""
"40254152","14490508","2","","2013-01-24 00:00:00",""
"42381786","14113427","2","","2013-03-02 00:00:00",""
"42381787","14113461","2","","2013-03-02 00:00:00",""
"42807034","14154890","2","","2013-03-08 00:00:00",""
"43342179","14107979","2","","2013-03-17 00:00:00",""
"43744389","14113461","2","","2013-03-23 00:00:00",""
"44147704","14113559","5","765960","2013-03-29 00:00:00",""
"44557662","14107979","5","1603234","2013-04-05 00:00:00",""
"44828776","14113461","2","","2013-04-10 00:00:00",""
"45618748","14113461","2","","2013-04-22 00:00:00",""
"46031012","14108694","2","","2013-04-29 00:00:00",""
"46031264","14108694","2","","2013-04-29 00:00:00",""
"46294782","14113461","2","","2013-05-03 00:00:00",""
"46838234","14113461","2","","2013-05-13 00:00:00",""
"46838393","14113427","2","","2013-05-13 00:00:00",""
"47242634","14113461","2","","2013-05-20 00:00:00",""
"47242641","14113427","2","","2013-05-20 00:00:00",""
"47242994","15079773","2","","2013-05-20 00:00:00",""
"48438774","14108694","2","","2013-06-09 00:00:00",""
"48700852","14109079","2","","2013-06-13 00:00:00",""
"48832538","14154890","2","","2013-06-15 00:00:00",""
"49613515","14154890","2","","2013-06-28 00:00:00",""
"49880294","14113461","2","","2013-07-03 00:00:00",""
"49990058","14113461","2","","2013-07-05 00:00:00",""
"50248042","14113461","2","","2013-07-10 00:00:00",""
"52097802","14113461","2","","2013-08-13 00:00:00",""
"52743073","14108694","2","","2013-08-24 00:00:00",""
"52743583","14115314","5","128028","2013-08-24 00:00:00",""
"52743584","14115314","2","","2013-08-24 00:00:00",""
"52748651","14113461","2","","2013-08-24 00:00:00",""
"53012021","14113461","2","","2013-08-29 00:00:00",""
"53013263","14113461","2","","2013-08-29 00:00:00",""
"53151601","14113461","2","","2013-09-01 00:00:00",""
"54295377","14114729","2","","2013-09-22 00:00:00",""
"54816444","14113461","2","","2013-10-01 00:00:00",""
"55208554","14114729","2","","2013-10-08 00:00:00",""
"55479909","14113461","2","","2013-10-13 00:00:00",""
"55479910","14113427","2","","2013-10-13 00:00:00",""
"55611950","14113461","2","","2013-10-15 00:00:00",""
"55611955","14113427","2","","2013-10-15 00:00:00",""
"55611957","14113427","5","275069","2013-10-15 00:00:00",""
"56638725","14113461","2","","2013-11-02 00:00:00",""
"57149829","14113461","2","","2013-11-12 00:00:00",""
"57289462","14107979","5","742815","2013-11-14 00:00:00",""
"57550319","14107979","5","1745610","2013-11-19 00:00:00",""
"57550321","14107979","2","","2013-11-19 00:00:00",""
"57550323","14108694","2","","2013-11-19 00:00:00",""
"58082043","20159814","2","","2013-11-27 00:00:00",""
"58343746","14115314","2","","2013-12-03 00:00:00",""
"58612249","14113057","2","","2013-12-07 00:00:00",""
"59012592","14113461","2","","2013-12-13 00:00:00",""
"59273489","14113461","2","","2013-12-18 00:00:00",""
"59410447","14120711","5","1042483","2013-12-20 00:00:00",""
"59412666","17522369","2","","2013-12-20 00:00:00",""
"59412827","20159814","2","","2013-12-20 00:00:00",""
"60098428","14113461","2","","2014-01-05 00:00:00",""
"60110387","14113057","5","2960335","2014-01-05 00:00:00",""
"60110389","14113057","2","","2014-01-05 00:00:00",""
"60110788","14113461","2","","2014-01-05 00:00:00",""
"60857355","14111572","2","","2014-01-17 00:00:00",""
"61125001","14114729","5","2180879","2014-01-21 00:00:00",""
"61125004","14114729","2","","2014-01-21 00:00:00",""
"62301125","14107979","5","2265763","2014-02-10 00:00:00",""
"62301128","14107979","2","","2014-02-10 00:00:00",""
"62709962","14162208","2","","2014-02-16 00:00:00",""
"62711102","14107928","2","","2014-02-16 00:00:00",""
"62842280","14114480","5","1097104","2014-02-18 00:00:00",""
"62971718","14113427","2","","2014-02-20 00:00:00",""
"63355243","14113461","2","","2014-02-25 00:00:00",""
"63874842","14113427","2","","2014-03-05 00:00:00",""
"63874844","14113427","5","748876","2014-03-05 00:00:00",""
"65059320","14116014","2","","2014-03-24 00:00:00",""
"65304834","14113427","2","","2014-03-27 00:00:00",""
"65436513","14113427","2","","2014-03-29 00:00:00",""
"65957062","14113427","5","858405","2014-04-07 00:00:00",""
"66478032","14116014","2","","2014-04-15 00:00:00",""
"66886969","14113427","2","","2014-04-23 00:00:00",""
"67020474","14113461","2","","2014-04-25 00:00:00",""
"68344553","14108430","2","","2014-05-17 00:00:00",""
"68344674","14113427","2","","2014-05-17 00:00:00",""
"69486347","14113461","2","","2014-06-06 00:00:00",""
"70643034","14113427","5","2523764","2014-06-27 00:00:00",""
"70643532","14113427","2","","2014-06-27 00:00:00",""
"71172390","14113461","2","","2014-07-07 00:00:00",""
"72190950","14113461","2","","2014-07-24 00:00:00",""
"72449865","14113461","2","","2014-07-29 00:00:00",""
"73227926","14114729","2","","2014-08-12 00:00:00",""
"73756699","14113427","2","","2014-08-21 00:00:00",""
"74109793","14109079","2","","2014-08-28 00:00:00",""
"74119420","14113427","5","456584","2014-08-28 00:00:00",""
"74254622","14154890","2","","2014-08-31 00:00:00",""
"74381848","14113427","2","","2014-09-03 00:00:00",""
"74384759","14113461","2","","2014-09-03 00:00:00",""
"74800949","14113461","2","","2014-09-10 00:00:00",""
"74800950","14113427","2","","2014-09-10 00:00:00",""
"75177384","20159814","2","","2014-09-17 00:00:00",""
"75191202","18439832","2","","2014-09-17 00:00:00",""
"75842646","20725647","2","","2014-09-29 00:00:00",""
"76082238","20159814","2","","2014-10-03 00:00:00",""
"78653734","14113461","2","","2014-11-18 00:00:00",""
"78653845","14113427","2","","2014-11-18 00:00:00",""
"78911276","14113427","5","3571445","2014-11-23 00:00:00",""
"79286016","14113461","2","","2014-11-30 00:00:00",""
"79293950","14113427","2","","2014-11-30 00:00:00",""
"79559332","14113461","2","","2014-12-04 00:00:00",""
"79808921","14114729","2","","2014-12-09 00:00:00",""
"82626072","20159814","2","","2015-01-30 00:00:00",""
"82626282","20159814","16","","2015-01-30 00:00:00",""
"38972531","14113559","2","","2013-01-02 00:00:00",""
"38976000","14120711","2","","2013-01-02 00:00:00",""
"38977943","14120711","2","","2013-01-02 00:00:00",""
"38979076","14120711","2","","2013-01-02 00:00:00",""
"38986771","14120711","2","","2013-01-02 00:00:00",""
"39527785","14154890","2","","2013-01-12 00:00:00",""
"39534246","14113691","5","1729016","2013-01-12 00:00:00",""
"39536740","14127382","2","","2013-01-12 00:00:00",""
"39661413","14107928","2","","2013-01-15 00:00:00",""
"39665588","14154890","2","","2013-01-15 00:00:00",""
"41457432","14154890","2","","2013-02-14 00:00:00",""
"44729505","14113461","2","","2013-04-08 00:00:00",""
"45786821","14154890","2","","2013-04-25 00:00:00",""
"46332717","14108430","2","","2013-05-04 00:00:00",""
"46332718","14108430","5","656366","2013-05-04 00:00:00",""
"46339831","14113461","2","","2013-05-04 00:00:00",""
"46611408","14113427","2","","2013-05-09 00:00:00",""
"47138174","14113427","5","845613","2013-05-18 00:00:00",""
"47417186","14154890","2","","2013-05-22 00:00:00",""
"48341786","14113461","2","","2013-06-07 00:00:00",""
"49801598","14154890","2","","2013-07-02 00:00:00",""
"50434547","14107979","5","1280373","2013-07-14 00:00:00",""
"50970039","14113461","2","","2013-07-24 00:00:00",""
"50970042","14113427","2","","2013-07-24 00:00:00",""
"51092960","14113427","2","","2013-07-25 00:00:00",""
"52303799","14107979","5","1104384","2013-08-16 00:00:00",""
"52303805","14107979","3","","2013-08-16 00:00:00",""
"52557241","14107979","3","","2013-08-21 00:00:00",""
"52689756","14108694","2","","2013-08-23 00:00:00",""
"52811366","18439832","2","","2013-08-26 00:00:00",""
"53338874","14120711","2","","2013-09-04 00:00:00",""
"39145602","14114725","2","","2013-01-05 00:00:00",""
"39825135","14113278","2","","2013-01-17 00:00:00",""
"39825456","14113278","5","192217","2013-01-17 00:00:00",""
"41698489","14109927","2","","2013-02-19 00:00:00",""
"43593308","14113596","2","","2013-03-20 00:00:00",""
"46224919","14120223","2","","2013-05-02 00:00:00",""
"46231935","14120223","2","","2013-05-02 00:00:00",""
"46617784","14120223","2","","2013-05-09 00:00:00",""
"52789712","14109927","5","684893","2013-08-25 00:00:00",""
"54606186","14115375","2","","2013-09-27 00:00:00",""
"57599815","14113278","5","391826","2013-11-19 00:00:00",""
"57845939","16445213","2","","2013-11-23 00:00:00",""
"59038944","16445213","2","","2013-12-14 00:00:00",""
"60579346","14119294","2","","2014-01-13 00:00:00",""
"60843224","14109166","2","","2014-01-17 00:00:00",""
"62021734","14115375","2","","2014-02-05 00:00:00",""
"62942747","14119294","2","","2014-02-19 00:00:00",""
"62948221","16899789","2","","2014-02-19 00:00:00",""
"64121022","14115375","2","","2014-03-09 00:00:00",""
"65800574","14109166","2","","2014-04-04 00:00:00",""
"69106403","14113278","5","1506587","2014-05-30 00:00:00",""
"70265017","14113278","5","793961","2014-06-20 00:00:00",""
