Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"19536484","14116003","7","`constexpr` creates a compile-time constant; `const` simply means that value cannot be changed.","2013-01-02 01:44:46","","701092"
"19536521","14114741","1","Fantastic. Thank you for explaining the correlation to urllib as well.","2013-01-02 01:49:29","","197663"
"19536807","14113278","0","Also check out my library https://bitbucket.org/ytkyaw/ydn-db/wiki/Home","2013-01-02 02:16:37","","824275"
"19537001","14115349","0","This doesn't work for me. See my edit for the error message that I am now getting.","2013-01-02 02:34:19","","2874"
"19537007","14112929","0","@MattiVirkkunen - most ORM frameworks automatically map link tables, aka there are no physical entities created to represent them.","2013-01-02 02:34:37","","680925"
"19537114","14112064","0","@MatsPetersson: Please do not answer a technical question on StackOverflow by (badly) quoting or referring to Wikipedia. Nothing good in favor of your reputation can come from this... I'd even like to ask you to delete your above answer -- it is so utterly wrong and can lead people down the wrong path!","2013-01-02 02:44:47","","359307"
"19537178","14111831","2","@all_those_who_vote_to_close_question_as_not_constructive (Daniel Fischer, Flexo, C. Ross, Bo Persson, Matthew Lundberg): this question was a very valid one, and closing it was in fact very unconstructive.  And the justification you picked for it is ridiculous. None of you has so far collected any significant reputation points with [pdf] -- so why do you not leave this question to people who know the topic better than you?!?","2013-01-02 02:52:12","","359307"
"19537232","14115349","3","You are not using the system clang, you're using the homebrew clang. For whatever reason, it's looking for libc++ at /usr/include/c++/v1, which is the location they recommend to install it on linux. On OS X, it's stored in /usr/lib/c++/v1, which is where the system clang would look.","2013-01-02 02:58:58","","47453"
"19537239","14115349","0","Yes, I mentioned that in my comment. Can I not use libc++ and homebrew clang?","2013-01-02 02:59:51","","2874"
"19537270","14115349","0","It appears that the homebrew build scripts don't allow you to fix the location of the libc++ libraries...","2013-01-02 03:02:58","","47453"
"19537277","14115349","0","Thanks for pointing that out, using the system clang results in everything working fine.","2013-01-02 03:04:03","","2874"
"19537281","14116420","0","AFAIK, `-lmylib`.","2013-01-02 03:04:13","","962089"
"19537347","14116420","0","@chris I have made the question more clear -lmylib does not change the situation","2013-01-02 03:11:48","","989331"
"19537379","14116420","2","The static s may be initialized anywhere from before main until the first call to a function within that translation unit... that means that never instantiating s is valid according to the standard, given that no function from that translation unit is ever called.","2013-01-02 03:15:08","","927034"
"19537387","14116420","0","+1, I ran into exactly the same situation a couple of weeks ago. I had some small libraries and a bigger one using all smaller ones (well, not necessarily by calling methods of them; it ""bundled"" them together). The final application should then use the bigger library as well as the smaller ones ""bundled"" with it, but they weren't there, because the bigger one didn't use them. I did a workaround by introducing a dummy method in the small libraries and used them in the bigger one... Dirty hack! :\ I'm looking forward to see a good answer to this question :)","2013-01-02 03:15:41","","592323"
"19537437","14116420","0","@K-ballo but the constructor S::S() *is* called from the translation unit which defines S . Or am I missing something in your comment?","2013-01-02 03:21:13","","989331"
"19537446","14116420","2","You are missing the fact that a perfectly conformant implementation can instantiate its globals right before the first function from that translation unit is called, which in your case is never...","2013-01-02 03:22:32","","927034"
"19537507","14114741","1","@Blender I'm thinking more like `requests.get(...).save_as('file.jpg')`--want to make it as obvious as possible what's going on, and ""save as"" is more associated with a possible change in filename.  Additionally, maybe a `stream=False` argument or something similar.","2013-01-02 03:29:44","","1351335"
"19538008","14109036","0","yes #import <QuartzCore/QuartzCore.h> and also include CoreImage & QuartzCore Frameworks","2013-01-02 04:19:55","","1099453"
"19538042","14109036","0","okay...tanks :)","2013-01-02 04:22:58","","1917782"
"19538154","14112582","2","Code like this can actually prevent errors in logic by accounting for all cases.  ""If true do nothing, else..."" can be more readable since you don't get confused by negation mistakes and a ""missing case"".  Most compilers these days are aware of this construct and invert for you anyway for a speed improvement.  e.g. The Mercury language enforces this!","2013-01-02 04:33:54","","1327079"
"19538486","14113596","0","Thanks Michael, I edited the question and have put another code which worked for me, so just wondering what is the difference in using Select and collection_select as mentioned in below answers ?","2013-01-02 05:01:14","","692622"
"19538824","14117121","0","IMO the ""not necessarily evaluated at compile time"" is less helpful than thinking of them as ""evaluated at compile time"".  The constraints on a constant expression mean that it would be relatively easy for a compiler to evaluate it.  A compiler must complain if those constraints are not satisfied.  Since there are no side effects, you can never tell a difference whether a compiler ""evaluated"" it or not.","2013-01-02 05:27:01","","459640"
"19538934","14117121","2","@aschepler Sure. My main point there is that if you call a `constexpr` function on a non-constant expression, e.g. an ordinary variable, this is perfectly legal and the function will be used like any other function. It will not be evaluated at compile time (because it can't). Perhaps you think that's obvious -- but if I stated that a function declared as `constexpr` will always be evaluated at compile-time, it could be interpreted in the wrong way.","2013-01-02 05:34:47","","777186"
"19539004","14117121","1","Yes, I was talking about `constexpr` objects, not functions.  I like to think of `constexpr` on objects as forcing compile time evaluation of values, and `constexpr` on functions as allowing the function to be evaluated at compile time or run time as appropriate.","2013-01-02 05:38:50","","459640"
"19539060","14117121","0","That's true. Good comment.","2013-01-02 05:42:41","","777186"
"19539636","14117348","1","Thank you, wow that was under 20 minutes to get an answer :) !","2013-01-02 06:22:42","","212012"
"19539958","14117348","2","You're welcome :) This Q just happened to be there when I was doing my periodic rounds - you wont always be that lucky :)","2013-01-02 06:42:32","","85785"
"19540189","14109166","0","It's just that I had a chain of thought. After that i realized that there is no ideal. Now I would like to evaluate the likelihood of problems by following the advice of algirdas. I've found one: ipython (interactive console for developing in Python) refuses to run in Unicode console. Where can i expect more problems?","2013-01-02 06:56:58","","1251169"
"19541799","14112532","1","have to vote for this joint red bug .... +1 (and nice answer )","2013-01-02 08:38:02","","1723893"
"19541856","14114480","0","@GregS The erorr is occuring on the Android device. Windows 8 is used for development and to create the key store.","2013-01-02 08:41:36","","588306"
"19541889","14116462","0","I'm already using 1.45 (I used 1.47 initially, see the question) will 1.46 make a difference? Bear in mind that I'm currently targetting Android 2.3 that seems to use 1.45.","2013-01-02 08:43:35","","588306"
"19542380","14119294","1","thank you for your quick answer!","2013-01-02 09:10:42","","1218067"
"19542449","14119294","0","@MehmetBudak, you are welcome","2013-01-02 09:13:23","","961113"
"19542670","14119297","0","thank you for your answer!","2013-01-02 09:23:55","","1218067"
"19543278","14116420","0","You can create a script on bash for selecting libraries what you want to use.","2013-01-02 09:49:28","","1929959"
"19543894","14112532","1","+1 a nice answer and a big Giant _Trademarked_ Bug. :D","2013-01-02 10:15:12","","1423083"
"19543958","14120223","0","Is this different from [Why would one replace default new and delete operators?](http://stackoverflow.com/questions/7149461/why-would-one-replace-default-new-and-delete-operators). The Q asked in title is answered by the linked answer. But your Q detail asks another specific Q. Both are quite distinct Q's.","2013-01-02 10:17:42","","452307"
"19543990","14120223","0","@AlokSave The default ones are different from member ones, so yes. This is about the specific case when a special `operator delete`, not the default one, is chosen by a virtual destructor.","2013-01-02 10:18:59","","153285"
"19544000","14115911","1","Aren't you supposed to use `===` in Javascript to check on references?","2013-01-02 10:19:32","","344945"
"19544024","14120223","0","@AlokSave Oh, I see. Since that answer (and others there) is a bit long, maybe you could copy over the parts that are relevant to this Q?","2013-01-02 10:20:30","","153285"
"19544027","14120223","0","The same reasons do hold good for member overloads as well. No? Guess you saw it after your first comment and while I was writing this comment.This comment needs to go..It will in sometime.","2013-01-02 10:20:33","","452307"
"19544030","14115911","2","@Kevin: `===` is about types. Objects are always compared by references","2013-01-02 10:20:41","","251311"
"19544080","14120223","1","@AlokSave Well, no. Overriding the global one means getting a new/better overall allocation algorithm. Overloading class-specific ones means making different classes do different things, perhaps calling through to the global one. I'm asking about the case where a derived class does something different from its base, which is yet more specific, yet has dedicated semantic machinery in the language spec.","2013-01-02 10:22:47","","153285"
"19544151","14120223","0","I understand but Overloading class specific ones is also possible for collecting usage statistics, usability errors and so on. Which may not be motivation for doing something special(*as you rightly pointed out*) but yet useful sometimes.","2013-01-02 10:25:10","","452307"
"19544385","14120223","0","@AlokSave Sounds plausible, but to be an answer, we'd still need to contrive a diagnostic that relies on dispatching to a specific `operator delete` in this way.","2013-01-02 10:33:48","","153285"
"19544496","14115300","0","""This code is useful"" <- How could it be useful to ignore the result of a condition?","2013-01-02 10:37:56","","1389219"
"19544819","14120721","1","thanks, i used this way
`18] pry(main)> Date.new(2012,11,-1)
=> Fri, 30 Nov 2012`","2013-01-02 10:49:55","","1600336"
"19545136","14120721","0","Already done....","2013-01-02 11:01:20","","1600336"
"19545208","14120721","0","one more question, is there any way to get amount of days in month?","2013-01-02 11:03:54","","1600336"
"19545305","14120711","0","Maybe it's a `NOP`? Does it end at the same address?","2013-01-02 11:07:27","","249230"
"19545413","14120721","0","Yes you can use `Date.new(year, month, -1).day` well I know you can understand the parameters already =)","2013-01-02 11:11:47","","877819"
"19545491","14116462","0","Hmmm, I did not try with 1.45 version but I can say that your project successfully loads keystore created by 1.46 version.","2013-01-02 11:14:41","","183915"
"19545738","14120711","0","The number 1234567 is the real result, or a mock-up number for illustrative purposes?","2013-01-02 11:26:53","","1284631"
"19546120","14115980","1","Your java code goes to 2-18 whereas the Clojure code goes to 2-20.","2013-01-02 11:43:45","","553209"
"19546968","14120227","0","What do you do for service layer?","2013-01-02 12:16:48","","148601"
"19548753","14118242","0","thanks it will go right to floor @fpdr thanks for asking","2013-01-02 13:21:57","","1368828"
"19549175","14118242","0","@shNIL I am surprised  that they ask for such diagram!","2013-01-02 13:36:07","","1838509"
"19549785","14112515","0","@gefei : _there is no situation for this to be useful_, true. But there can be situation(s) where this can(or be used to) impact the program. please see my answer.","2013-01-02 13:58:40","","1423083"
"19549821","14120711","0","My first guess would be that you aren't looking at the System.map file which correspond to the running kernel.","2013-01-02 13:59:59","","136208"
"19550029","14120227","0","Controllers query repo for read-only data, why add some extra layer? The other possibility is using ""ContentService"" which more and more tends to be a service-level-repository: GetXByY, etc.etc. For modification operations - application services are just abstractions over use cases - they use BL and repo freely..","2013-01-02 14:08:09","","731115"
"19550092","14120711","0","Not sure why you get the same output for the three different lines of code.","2013-01-02 14:11:14","","412080"
"19550402","14114450","1","These two blob are different. Sqlite blob is arraybuffer in javascript, while js blob has no equivalent in sqlite. Blob cannot convert to arraybuffer, although it can be structurally cloned.","2013-01-02 14:24:11","","824275"
"19550619","14120711","0","@MaximYegorushkin: at least for the last two LOCs, this is explainable: the same would have happen if tasklest_action would have been defined as an array: char tasklet_action[10]; normally, only tasklet_action should mean the address, but compilers (gcc) usually give &tasklet_action the same value (the address); a bit unsure why, still (as &tasklet_action should bear no more meaning than &3.0)... as for the dereferenced tasklet_action, indeed it is a bit strange.","2013-01-02 14:33:27","","1284631"
"19550855","14120227","0","I'm used to do service layer for business logic. I'm not really sure I follow what you with ContentService, please elaborate. Would it be bad practice to do helper classes as ""service layer""?","2013-01-02 14:42:31","","148601"
"19551451","14120711","1","What architecture are you running the kernel on?","2013-01-02 15:04:35","","1057909"
"19552421","14112534","2","@Gumbo - Are you sure that works? My Java is rusty but I couldn't get a() && b() to work: http://ideone.com/beVwPe","2013-01-02 15:41:16","","453277"
"19553222","14120711","0","@axeoth: An expression of function type (such as a function name) decays to a pointer to the function in most contexts, but not when it's an operand of unary `&`. So `func`, `&func`, and `*func`, as well as `**func` and `***func`, all have the same type and value, namely the address of `func`. There's nothing compiler-specific about it; the C language defines it that way. But the OP's question is why the address he's seeing doesn't match the one in `System.map`.","2013-01-02 16:10:25","","827263"
"19553511","14112534","2","@TimMedora My fault, I mixed something up (i.e. *Assignment* and *AssignmentExpression* production rules) and haven’t actually tested it (probably because other languages allow such statements). A *Statement* allows only the former *Assignment* while the mentioned expression `a() && b()` would be an *AssignmentExpression*.","2013-01-02 16:21:25","","53114"
"19554353","14125030","1","(+1) Out of interest, what exactly is the ""mode"" encoded by the bottom bit?","2013-01-02 16:49:12","","367273"
"19554523","14116462","0","Here it is : http://dl.dropbox.com/u/26734922/keystore","2013-01-02 16:55:26","","183915"
"19556755","14120711","0","@KeithThompson: thank you for pointing that out.","2013-01-02 18:21:37","","1284631"
"19559991","14120227","0","By 'service layer' I meant 'application services'. They can use repository and any other public part of domain layer. ""Service layer"" isn't bad practice, but I'd avoid making XService class just to provide List<X> result. Comment field seems to be too short to describe services in details, sorry.","2013-01-02 20:34:34","","731115"
"19562947","14113461","0","You did replace <your_username> with your username, right? :) Other than that, you need to fix the permissions to your user for every file that you get Permission denied for.","2013-01-02 22:29:16","","1070354"
"19564052","14115944","0","Wow, very useful info. Thank you so much for this! :-)","2013-01-02 23:27:26","","1672778"
"19565057","14116462","0","Thanks, using 1.46 fixed the version problem. I've written up a full solution/explanation below.","2013-01-03 00:32:35","","588306"
"19565234","14116215","1","I need to say I find this a bit sad. It seems to suggest that one must sacrifice functional features for performance. If one has to write C-style code to get performance, then the compiler needs work doesn't it ?","2013-01-03 00:45:57","","811381"
"19565835","14112752","1","thanks @Filip  - happy new year!","2013-01-03 01:30:07","","1168440"
"19566021","14116215","6","Maybe it is a bit sad, but it is also a fact of life: higher level languages features often come with cost/overhead that you must pay for. I'm sure more clever work could be done on the compiler but you can't change the fact that a lazy data structure will always have more overhead than an equivalent non-lazy one, for example.","2013-01-03 01:47:02","","214010"
"19569295","14127382","0","Okay, after adding that last edit and playing around a bit more, I managed to get all my versions straight and things are now working.  Seem my problems were a combination of going back to a project that was built using an older version of rails and my own lack of knowledge of the build process.  Learning lots...thanks!","2013-01-03 06:06:35","","1143970"
"19572046","14130068","1","Actually I was waiting for your answer. Do you have your IL DSL document or publish anywhere? It would be a very good example to gain understanding and inspiration. The trick with `Quote` member will be helpful too. Thanks.","2013-01-03 08:39:31","","634025"
"19576971","14120227","0","What if, lets say a cart calculation and you need to get application settings parameters and specific customer parameters to make a calculation, and this is reused on several places in the application. How do you handle that situation? helper class or application service?","2013-01-03 11:41:41","","148601"
"19578357","14108430","0","_""What I do not understand is why this is treated differently in the Windows 8 app than the Windows Phone app, so that line-for-line identical code works on one platform but fails on another.""_ - that is basically said because your code states _what_ it wants to do, but in a sense not _how_. It's up to the runtime ([WinRT](http://msdn.microsoft.com/en-us/library/windows/apps/br211377.aspx) or [CoreCRL](http://blogs.msdn.com/b/dotnet/archive/2012/10/30/announcing-the-release-of-the-net-framework-for-windows-phone-8.aspx)) it's running in how framework calls will be executed.","2013-01-03 12:34:58","","266143"
"19578398","14108430","0","But if you can create a reproducible test case (ideally with some serverside code to generate the cookies triggering the issue), feel free to do so and perhaps someone can suggest a workaround and/or file a bug with MS.","2013-01-03 12:36:25","","266143"
"19585667","14125030","1","It's ARM mode vs. Thumb mode.","2013-01-03 16:40:30","","1057909"
"19585845","14125030","3","Originally there was only ARM mode, then a whole different instruction set was invented called ""Thumb"" and was meant to make programs smaller (at the expense of some speed). Obviously, it's very important that you know what sort of instructions are used in a function before you get there (or else the program will crash hard) so the bottom bit of the function pointer is set to a 1. This means functions coded in ARM can call functions coded in Thumb, and it all just works.","2013-01-03 16:46:34","","1057909"
"19588170","14108430","0","I have added some more info/code. I am not sure how, if this is truly a bug in the framework, more people have not encountered it. It seems like it would affect a lot of apps.","2013-01-03 18:05:13","","66613"
"19589766","14113278","0","I updated the post with new information I found out about lawnchair, IDB polyfill, and pouch, as well as the fact that the Chrome folks are definitely going to add blob support to Chrome. I am now doing some performance testing of FileSystemAPI versus IDB.","2013-01-03 19:02:22","","959460"
"19590925","14120227","0","That surely depends. That should be either 'order' entity or 'calculation' service. If you mean such services - they are called 'domain services' and implement some processes which do not fit a particular entity. That's ok to introduce them when needed, and as far as they live at domain level, they also can freely use repository.","2013-01-03 19:47:04","","731115"
"19595495","14130068","1","@pad - No, it's not currently published anywhere - it's really just a very simple proof of concept with a lot of limitations.  I'll try to clean it up a bit and get it out in some form in the near future.","2013-01-03 22:45:06","","82959"
"19600280","14115980","0","Sorry, I've fixed it. I had mistakenly pasted the wrong version of the code but the timings were accurate for both going up to 20.","2013-01-04 05:08:54","","1054469"
"19600296","14111831","0","@KurtPfeifle ""Where do I get the specs"" is not a specific programming problem. So it's off topic on SO. Not all valid questions are on topic here. (That the question was closed as Not Constructive doesn't mean all of us picked that reason. However, shopping list questions - and this can also be viewed as one without too much of a stretch - are generally considered NC, so it's not ridiculous, though IMO not the best reason.)","2013-01-04 05:10:08","","1011995"
"19603746","14110890","0","You might want to read this http://www.sapiensworks.com/blog/post/2012/04/15/The-Repository-Pattern-Vs-ORM.aspx","2013-01-04 08:23:35","","1017868"
"19607816","14111831","0","@DanielFischer: SO is also for *newbie* developers. And even the most senior C# or Haskell expert may happen to get tasked for his first time to create software that has to handle PDF documents. So where else but to SO should he turn to in order to ask such a question? Please?","2013-01-04 11:03:39","","359307"
"19608042","14111831","0","@DanielFischer: Also, this question does not match either of the following exclusion criteria from the FAQ: (a) *chatty, open-ended question*; (b) *unpractical, unanswerable question*; (c) *question is not about a problem the programmer faces*. -- OTOH, it meats the following inclusion criteria: (a) *practical, answerable problem unique to the programming profession*; (b) *(software) tool commonly used by (PDF) programmers*. DanielFischer: please re-consider your vote.","2013-01-04 11:11:53","","359307"
"19608099","14111831","0","@DanielFischer: re. your point about *'shopping list'*... It's not that there are dozens of different versions of the PDF file format specification by different competing vendors, ya know? The question was about two different versions of the 'same thing' (which in the case of PDF may indeed be very confusing to newbie PDF programmers).","2013-01-04 11:14:20","","359307"
"19608138","14111831","0","@KurtPfeifle I don't follow. Newbieness has nothing to do with it. ""Where do I get the specs"" is off topic on SO, regardless of whether it's the PDF specification, the C standard, or the Haskell report (or whatever). So if I can, I post a helpful comment, and vote to close.","2013-01-04 11:15:45","","1011995"
"19608280","14111831","0","@KurtPfeifle There's only one specification (I think), but there may be dozens of places where one may get it. (But I agree, it's not a question I would consider a shopping list question.) However, getting the specification is not a _programming_ problem (those start soon after).","2013-01-04 11:21:31","","1011995"
"19608285","14111831","0","@DanielFischer: Well, (even if I would accept your argument) in this case you didn't post a helpful comment but voted to close it anyway. :-(   -","2013-01-04 11:21:34","","359307"
"19608320","14111831","0","@KurtPfeifle a) I don't know where to get the PDF spec, b) David van Driessche had already answered that.","2013-01-04 11:22:42","","1011995"
"19608395","14111831","0","@DanielFischer: In a previous comment you rate the question as a *""shopping list question without too much of a stretch""*. In your last comment you say *"" it's not a question I would consider a shopping list question""*. Ok, I know now clearly what your arguments are...","2013-01-04 11:25:01","","359307"
"19608404","14111831","0","@KurtPfeifle But convince me. What is so good about this question that it needs to be open on SO?","2013-01-04 11:25:14","","1011995"
"19608428","14111831","0","@KurtPfeifle _without too much of a stretch_ means I see how one can consider it such, not that I do consider it such.","2013-01-04 11:26:06","","1011995"
"19608454","14111831","0","@DanielFischer: Yes, David van Driessche (who is a real PDF guru, BTW) has answered the question. But he could only do so while the question was not yet closed...","2013-01-04 11:26:38","","359307"
"19608520","14111831","0","let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/22176/discussion-between-daniel-fischer-and-kurt-pfeifle)","2013-01-04 11:28:56","","1011995"
"19631030","14154890","0","Trying to upgrade rails 2 app in preparation to upgrade to rails 3 - and ran into this problem and after some hair pulling I tried this and it worked! Yea!","2013-01-05 04:04:01","","207605"
"19632368","14162208","0","Linking an additional CSS is just an example. As I've said, there are many changes and they are diverse. I cannot predict them to take into account in templates. But I'd like any post/page to be able to change it's layout a bit.","2013-01-05 06:06:33","","1175083"
"19633489","14162208","2","Well, your need then is out of scope for Jekyll, if you cannot predict which places to change or can't add the needed logic to the layouts for new posts, then Jekyll won't fit you — it's just a convenient static blog engine that can be expanded _a bit_. And what you need is a complex configurable solution. However, I doubt that there are any that would be at the same time as much as good as Jekyll is for blogging. So, if you need both, I'll recommend forget about tuning layout by tuning the post alone and make appropriate changes to layouts each time you need something different.","2013-01-05 07:58:56","","885556"
"19637705","14111831","0","I thought this was a really good question. Yes, SO is about development questions, but the person asking this question was actually smart enough to inquire about the framework around his development rather than blundering into things and asking 10 stupid questions on SO because they didn't think before starting. Lets not forget that development starts by doing your research; I would actually award extra points to someone who thinks before doing. Questions about the fundaments of your development for me definitely qualify as development questions... Oh, and it's a *smart* question!","2013-01-05 13:42:33","","1682924"
"19644656","14112582","1","@tudor I would say even for that use case, it'd be better to do `if (a==b) { // do nothing } else { doSomething(); }`, since it's more obvious that the no-op is on purpose and not a typo.","2013-01-05 20:36:02","","1076640"
"19648349","14112582","0","@yshavit That's true.  Comments help to make things clearer alot of the time, but that's different to this construct.  Besides, there's no functional difference between if (a==b); //do nothing and if (a==b) { /*do nothing*/ }  Both will be optimised out by removing the comment and empty case and inverting the conditional.","2013-01-06 00:58:32","","1327079"
"19650596","14112582","0","@tudor For a compiler, yes, no question about that. But let me put it this way: If I saw someone do it my way, I would figure ""this person must have thought it's easier to express the condition this way."" If I saw them using the semicolon+else-braces syntax, I would check the VCS logs to make sure it wasn't a typo/bug to which someone else later added an else clause.","2013-01-06 05:02:58","","1076640"
"19687168","14109187","0","I think he did :)","2013-01-07 16:25:11","","855527"
"19693723","14199910","1","no it didn't help , and btw , if you need just the width and height of a bitmap , you can store them instead and set them in the CTOR.","2013-01-07 20:18:27","","878126"
"19697684","14108774","1","Is there a way to control which of the found cases in ""Find in Files"" get replaced? The Replace button does Replace_All.","2013-01-07 22:40:08","","1007211"
"19707329","14108774","0","I think that the only way is to use multiple files search to get the files you need to modify and then use normal search and replace (cmd+alt+F), file by file.","2013-01-08 08:44:32","","761777"
"19728388","14185426","0","I had done that already, otherwise it gave me error and I couldnt even compile it. But my problem is just that my program takes the whole screen and doesnt let the other multi screen capable programs to share the screen.","2013-01-08 19:56:41","","1301750"
"19728637","14185426","0","The last comment on the page suggests: 
""Also it seems that if the DEFAULT/MINIMUM settings are left out, the default is to make the app fill half the screen when dragged in, and have a minimum size that corresponds to the height of the actionbar.""","2013-01-08 20:05:49","","154306"
"19728773","14185426","0","Just went and tried that, didn't work either.","2013-01-08 20:10:44","","1301750"
"19729134","14185426","0","Which device is it? Is it running Android 4.1?","2013-01-08 20:23:02","","154306"
"19729330","14185426","0","4.1.2 Samsung galaxy S3","2013-01-08 20:29:40","","1301750"
"19729376","14185426","0","Odd; it should work. Are you sure you have included `<uses-library required=""false"" name=""com.sec.android.app.multiwindow"" />` and all your `<meta-data>` tags are immediately inside `<application>`? I updated my answer to illustrate this.","2013-01-08 20:31:41","","154306"
"19729569","14185426","1","I was missing this line `<meta-data android:name=""com.sec.android.support.multiwindow"" android:value=""true"" />`. Thanks for help :)","2013-01-08 20:38:26","","1301750"
"19729705","14185426","0","Glad it worked! For the record, I also stumbled upon [this blog post](http://translate.google.com/translate?hl=en&sl=ja&u=http://shunirr.hatenablog.jp/entry/2012/12/17/225325) suggesting that Multi Window doesn't work in conjunction with `screenOrientation`.","2013-01-08 20:43:09","","154306"
"19735887","14109906","1","It is probably because the U2 components for intercall are 32bit compiles so you cannot use it for 64-bit. If you have an active support contract, your support vendor might be able to help you out.","2013-01-09 01:54:42","","153407"
"19753009","14108430","0","You are going to have to use two different methods to do what you want.  You will be unlikely to find a method that works for both a Windows Phone 8 application and a Windows Store application since they are two entirely systems.","2013-01-09 14:22:17","","261581"
"19753263","14108430","0","@Ramhound I have a method to do what I want, I prefix the domain name with ""www"" and I can do that on both platforms and it works the same. The issue is that shouldn't be necessary and there is no documentation (that I can find) suggesting that the behaviour of HttpWebRequest cookie-handling should be different from WP8 to Windows 8. The way WP8 handles cookies in this instance seems wrong, but I think it is more likely that it doesn't work because of something I have done wrong.","2013-01-09 14:29:03","","66613"
"19759443","14109906","0","From the error messages that you have supplied it also looks like it thinks you are trying to connect to UniVerse, however you have stated that you want to connect to UniData so you need to make sure your connection settings are correct for UniData. I do suspect that Dan's comment is the main reason however.","2013-01-09 16:26:12","","489741"
"19774988","14245913","0","How would this work with a pom.xml that already defines a default profile?  I can't add these properties to the corresponding default profile in pom.xml because the project is open source and I don't want the gpg signing passphrase made public along with the rest of pom.xml.","2013-01-10 03:07:01","","556613"
"19775433","14245913","1","This is in settings.xml NOT in the pom. And will work just fine for all projects including your open source one. In fact the profile should NOT be in the pom ever.","2013-01-10 03:37:21","","136445"
"19778896","14245913","0","Keep in mind that profiles from settings will always be inherited into the effective pom whatever is in your pom files..","2013-01-10 07:15:37","","136445"
"19786622","14108430","0","Sounds to me like the windows phone 8 has different security restrictions than Windows 8","2013-01-10 11:59:12","","1765519"
"19797626","14245913","0","Yeah - maintaining a settings.xml outside of VCS for the CI server is not ideal but if it works its worth the ugliness.  Your second comment more or less addresses my concern, which is whether having these settings in addition to an existing default profile already defined within pom.xml would make these settings additive or if they would replace that profile completely.  I'll give it a try.","2013-01-10 17:15:32","","556613"
"19800645","14245913","0","Hmm spent some time getting this to work but it appears that the mvn release plugin is not using those params when it invokes gpg signing.","2013-01-10 18:48:19","","556613"
"19800869","14245913","0","Yes it does. You might have to change the activation. Let me ammend it above.","2013-01-10 18:56:56","","136445"
"19834706","14245913","0","FYI the answer has more details now and I know it works with Maven 3.0.4 since I use it daily..","2013-01-11 18:19:25","","136445"
"19883767","14245913","0","I've been trying to get this to work but no matter what I do I still get the prompt.  running mvn help:active-profiles shows that the gpg profile is active for all modules as well...","2013-01-14 02:27:03","","556613"
"19899629","14119887","0","thank you for the information!","2013-01-14 15:27:10","","1218067"
"19902186","14245913","0","What are they versions of Maven and the gpg plugin you are using?","2013-01-14 16:45:36","","136445"
"19905648","14245913","1","Maven 3.0.3 and gpg plugin 1.4","2013-01-14 18:45:27","","556613"
"19918533","14245913","0","Hm .. it works for me with 3.0.4, pgp 1.4 on a mac with Java 6 and 7.","2013-01-15 05:49:45","","136445"
"19927313","14109187","0","have you solved the problem?","2013-01-15 12:08:52","","1016462"
"19936451","14109187","0","for now , no . but you can have a workaround of scaling the bitmap . not the best thing , but if you are short on time , you can use it .","2013-01-15 16:47:03","","878126"
"19940849","14280543","0","Thanks - just had to get an old app running on 2.3.5 and the default rake gem was 10.0.3.  Your answer solved it for me.","2013-01-15 19:13:04","","177489"
"20023201","14115620","0","This also explains a bit, and gives a lot more example code than the msdn one, but still doesn't answer your question :/ 
http://www.asp.net/web-forms/tutorials/aspnet-45/using-asynchronous-methods-in-aspnet-45","2013-01-18 05:36:32","","1880763"
"20023380","14245913","0","I think I've made some progress.  Basically it looks like the release plugin is ignoring settings.xml in favor of a dynamically generated version it passes in to the forked invocation.  This bug describes the behavior: http://jira.codehaus.org/browse/MRELEASE-724  -- Being that this issue only affects up to  Maven 3.0.3 (the version I've got) I think there's a good chance this is why I'm having no luck.","2013-01-18 05:48:58","","556613"
"20023430","14245913","0","Looks like the above referenced issue is a dupe of http://jira.codehaus.org/browse/MNG-5224","2013-01-18 05:52:31","","556613"
"20042338","14245913","0","Have you tried with 3.0.4?","2013-01-18 17:16:04","","136445"
"20043256","14245913","0","Yep - upgrading to 3.0.4 fixed the issue!","2013-01-18 17:44:59","","556613"
"20044139","14245913","0","Awesome! Well done ;-) Imho it is always a good idea to run with the latest release ..","2013-01-18 18:15:11","","136445"
"20082634","14117121","0","A correction: 'const' is only a restriction that YOU cant change the value of a variable; it does not make any promise that the value wont change (ie, by someone else). It's a write property, not a read property.","2013-01-20 17:05:18","","180513"
"20090390","14117121","0","@JaredGrubb What you say is certainly true for const references and pointers to const. I didn't discuss those above, because there are no constexpr alternatives to those (there is no reference-to-constexpr). Perhaps I should make this clearer. But when it comes to actual (non-reference) const objects, their values must be defined at initialization time and cannot ever change.","2013-01-21 00:54:28","","777186"
"20160375","14113461","11","This solution fixed things for me, but I had to chown everything to my username:admin, ie, `sudo chown -R ted:admin $(brew --prefix)` and then run the two git commands above, `git fetch origin` and `git reset --hard origin/master`","2013-01-23 02:32:21","","134583"
"20160418","14113461","0","@TedPennings: Cool! I'll add your commands to the answer as a possible additional step.","2013-01-23 02:36:35","","1070354"
"20317238","14115620","0","how did you update your Load event handler to be async? can you provide the code for that event handler?","2013-01-28 12:22:40","","1711598"
"20340934","14115620","0","private async void Page_Load(...)","2013-01-29 03:36:29","","46926"
